"","X","SpecCode","Brack","Saltwater","DemersPelag","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","eps_m"
"12743",12743,68450,0,1,"benthopelagic","Parapriacanthus darros","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12744",12744,61107,0,1,"benthopelagic","Parapriacanthus dispar","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12745",12745,14387,0,1,"demersal","Parapriacanthus elongatus","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12746",12746,68449,0,1,"benthopelagic","Parapriacanthus guentheri","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12747",12747,68451,0,1,"benthopelagic","Parapriacanthus kwazulu","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12748",12748,61106,0,1,"benthopelagic","Parapriacanthus marei","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12749",12749,68452,0,1,"benthopelagic","Parapriacanthus punctulatus","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12750",12750,68453,0,1,"benthopelagic","Parapriacanthus rahah","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12751",12751,5803,0,1,"benthopelagic","Parapriacanthus ransonneti","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12752",12752,68454,0,1,"benthopelagic","Parapriacanthus sharm","Parapriacanthus",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12753",12753,10196,0,1,"demersal","Parapristipoma humile","Parapristipoma","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12754",12754,60761,0,1,"demersal","Parapristipoma macrops","Parapristipoma","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12755",12755,8092,0,1,"demersal","Parapristipoma octolineatum","Parapristipoma","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12756",12756,4584,0,1,"benthopelagic","Parapristipoma trilineatum","Parapristipoma","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12757",12757,195,0,1,"benthopelagic","Parapristipomoides squamimaxillaris","Parapristipomoides","Apsilinae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12758",12758,8326,0,1,"benthopelagic","Parapsettus panamensis","Parapsettus",NA,"Ephippidae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"12759",12759,7917,0,1,"demersal","Parapterois heterura","Parapterois","Pteroinae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"12760",12760,65830,0,1,"benthopelagic","Parapterois macrura","Parapterois","Pteroinae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"12761",12761,56395,0,1,"benthopelagic","Parasaccogaster melanomycter","Parasaccogaster",NA,"Bythitidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"12762",12762,56396,0,1,"demersal","Parasaccogaster normae","Parasaccogaster",NA,"Bythitidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"12763",12763,56398,0,1,"demersal","Parasaccogaster rhamphidognatha","Parasaccogaster",NA,"Bythitidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"12764",12764,54845,0,1,"demersal","Parasciadonus brevibrachium","Parasciadonus",NA,"Bythitidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"12765",12765,69343,0,1,"demersal","Parascolopsis akatamae","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12766",12766,5856,0,1,"demersal","Parascolopsis aspinosa","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12767",12767,15368,0,1,"demersal","Parascolopsis baranesi","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12768",12768,5857,0,1,"demersal","Parascolopsis boesemani","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12769",12769,47213,0,1,"demersal","Parascolopsis capitinis","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12770",12770,5858,0,1,"demersal","Parascolopsis eriomma","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12771",12771,5860,0,1,"demersal","Parascolopsis inermis","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12772",12772,47216,0,1,"demersal","Parascolopsis melanophrys","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12773",12773,5861,0,1,"demersal","Parascolopsis qantasi","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12774",12774,5862,0,1,"demersal","Parascolopsis rufomaculata","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12775",12775,5863,0,1,"demersal","Parascolopsis tanyactis","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12776",12776,5864,0,1,"demersal","Parascolopsis tosensis","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12777",12777,5859,0,1,"demersal","Parascolopsis townsendi","Parascolopsis",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12778",12778,23389,0,1,"demersal","Parascombrops analis","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12779",12779,53971,0,1,"benthopelagic","Parascombrops argyreus","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12780",12780,68594,0,1,"demersal","Parascombrops glossodon","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12781",12781,68596,0,1,"demersal","Parascombrops madagascariensis","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12782",12782,68597,0,1,"demersal","Parascombrops mochizukii","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12783",12783,68598,0,1,"demersal","Parascombrops nakayamai","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12784",12784,68600,0,1,"demersal","Parascombrops ohei","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12785",12785,68601,0,1,"demersal","Parascombrops parvidens","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12786",12786,67930,0,1,"demersal","Parascombrops pellucidus","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12787",12787,10338,0,1,"demersal","Parascombrops philippinensis","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12788",12788,23386,0,1,"demersal","Parascombrops serratospinosus","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12789",12789,14336,0,1,"demersal","Parascombrops spinosus","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12790",12790,68604,0,1,"pelagic","Parascombrops yamanouei","Parascombrops",NA,"Synagropidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12791",12791,27438,1,1,"benthopelagic","Parascorpaena aurita","Parascorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"12792",12792,27440,0,1,"demersal","Parascorpaena bandanensis","Parascorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"12793",12793,52303,0,1,"benthopelagic","Parascorpaena maculipinnis","Parascorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"12794",12794,5809,0,1,"benthopelagic","Parascorpaena mcadamsi","Parascorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"12795",12795,5810,0,1,"benthopelagic","Parascorpaena mossambica","Parascorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"12796",12796,68170,0,1,"benthopelagic","Parascorpaena moultoni","Parascorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"12797",12797,8296,0,1,"benthopelagic","Parascorpaena picta","Parascorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"12798",12798,22825,0,1,"pelagic","Parascorpis typus","Parascorpis",NA,"Parascorpididae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA
"12799",12799,5914,0,1,"benthopelagic","Parascyllium collare","Parascyllium",NA,"Parascylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"12800",12800,64116,0,1,"benthopelagic","Parascyllium elongatum","Parascyllium",NA,"Parascylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"12801",12801,5915,0,1,"demersal","Parascyllium ferrugineum","Parascyllium",NA,"Parascylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"12802",12802,59418,0,1,"demersal","Parascyllium sparsimaculatum","Parascyllium",NA,"Parascylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"12803",12803,5917,0,1,"demersal","Parascyllium variolatum","Parascyllium",NA,"Parascylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"12804",12804,16852,0,1,"pelagic","Parataeniophorus brevis","Parataeniophorus",NA,"Cetomimidae","Beryciformes","Teleostei","Osteichthyes",NA,NA
"12805",12805,9044,0,1,"pelagic","Parataeniophorus gulosus","Parataeniophorus",NA,"Cetomimidae","Beryciformes","Teleostei","Osteichthyes",NA,NA
"12806",12806,54016,0,1,"pelagic","Parateleopus microstomus","Parateleopus",NA,"Ateleopodidae","Ateleopodiformes","Teleostei","Osteichthyes",NA,NA
"12807",12807,54107,0,1,"demersal","Paratrachichthys fernandezianus","Paratrachichthys",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes",NA,NA
"12808",12808,65074,0,1,"pelagic","Paratrachichthys macleayi","Paratrachichthys",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes",NA,NA
"12809",12809,12005,0,1,"pelagic","Paratrachichthys trailli","Paratrachichthys",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes",NA,NA
"12810",12810,60481,0,1,"demersal","Paratriacanthodes abei","Paratriacanthodes","Triacanthodinae","Triacanthodidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"12811",12811,47217,0,1,"demersal","Paratriacanthodes herrei","Paratriacanthodes","Triacanthodinae","Triacanthodidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"12812",12812,24249,0,1,"demersal","Paratriacanthodes retrospinis","Paratriacanthodes","Triacanthodinae","Triacanthodidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"12813",12813,54891,0,1,"demersal","Paratrimma nigrimenta","Paratrimma","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12814",12814,54892,0,1,"demersal","Paratrimma urospila","Paratrimma","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12815",12815,8214,1,1,"demersal","Paratrypauchen microcephalus","Paratrypauchen","Amblyopinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12816",12816,61446,0,1,"demersal","Paraulopus atripes","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12817",12817,65891,0,1,"pelagic","Paraulopus balteatus","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12818",12818,59422,0,1,"demersal","Paraulopus brevirostris","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12819",12819,22960,0,1,"demersal","Paraulopus filamentosus","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12820",12820,22959,0,1,"demersal","Paraulopus japonicus","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12821",12821,58729,0,1,"demersal","Paraulopus legandi","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12822",12822,65638,0,1,"demersal","Paraulopus longianalis","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12823",12823,58730,0,1,"demersal","Paraulopus maculatus","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12824",12824,64741,0,1,"pelagic","Paraulopus melanogrammus","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12825",12825,65639,0,1,"demersal","Paraulopus melanostomus","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12826",12826,14025,0,1,"demersal","Paraulopus nigripinnis","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12827",12827,61109,0,1,"demersal","Paraulopus novaeseelandiae","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12828",12828,10419,0,1,"demersal","Paraulopus oblongus","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12829",12829,61110,0,1,"demersal","Paraulopus okamurai","Paraulopus",NA,"Paraulopidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"12830",12830,62643,0,1,"demersal","Paraxenisthmus cerberusi","Paraxenisthmus",NA,"Xenisthmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12831",12831,26779,0,1,"benthopelagic","Paraxenisthmus springeri","Paraxenisthmus",NA,"Xenisthmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12832",12832,14405,0,1,"demersal","Parazanclistius hutchinsi","Parazanclistius","Histiopterinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12833",12833,4319,0,1,"demersal","Parazen pacificus","Parazen","Parazeninae","Parazenidae","Zeiformes","Teleostei","Osteichthyes",NA,NA
"12834",12834,24429,0,1,"demersal","Pardachirus balius","Pardachirus",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"12835",12835,52443,0,1,"demersal","Pardachirus hedleyi","Pardachirus",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"12836",12836,8917,0,1,"benthopelagic","Pardachirus marmoratus","Pardachirus",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"12837",12837,7927,0,1,"demersal","Pardachirus morrowi","Pardachirus",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"12838",12838,8271,0,1,"benthopelagic","Pardachirus pavoninus","Pardachirus",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"12839",12839,6064,0,1,"benthopelagic","Parenchelyurus hepburni","Parenchelyurus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"12840",12840,27536,0,1,"benthopelagic","Parenchelyurus hyena","Parenchelyurus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"12841",12841,3583,0,1,"benthopelagic","Pareques acuminatus","Pareques",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12842",12842,14073,0,1,"benthopelagic","Pareques fuscovittatus","Pareques",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12843",12843,4660,0,1,"demersal","Pareques iwamotoi","Pareques",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12844",12844,14074,0,1,"demersal","Pareques lanfeari","Pareques",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12845",12845,14075,0,1,"benthopelagic","Pareques perissa","Pareques",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12846",12846,3586,0,1,"benthopelagic","Pareques umbrosus","Pareques",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12847",12847,8327,0,1,"benthopelagic","Pareques viola","Pareques",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12848",12848,67022,0,1,"pelagic","Parequula elongata","Parequula",NA,"Gerreidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12849",12849,14373,0,1,"demersal","Parequula melbournensis","Parequula",NA,"Gerreidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"12850",12850,1037,0,1,"pelagic","Parexocoetus brachypterus","Parexocoetus",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"12851",12851,53967,0,1,"pelagic","Parexocoetus hillianus","Parexocoetus",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"12852",12852,4904,0,1,"pelagic","Parexocoetus mento","Parexocoetus",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"12853",12853,57938,0,1,"demersal","Pariah scotius","Pariah","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12854",12854,4133,0,1,"demersal","Paricelinus hopliticus","Paricelinus",NA,"Jordaniidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"12855",12855,54090,0,1,"pelagic","Parinoberyx horridus","Parinoberyx",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes",NA,NA
"12856",12856,27326,1,0,"benthopelagic","Parioglossus aporos","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12857",12857,65433,0,1,"benthopelagic","Parioglossus caeruleolineatus","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12858",12858,23580,1,1,"benthopelagic","Parioglossus dotui","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12859",12859,17480,1,1,"benthopelagic","Parioglossus formosus","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12860",12860,62032,0,1,"benthopelagic","Parioglossus galzini","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12861",12861,27329,1,0,"benthopelagic","Parioglossus interruptus","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12862",12862,17481,1,1,"benthopelagic","Parioglossus lineatus","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12863",12863,27327,1,0,"benthopelagic","Parioglossus marginalis","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12864",12864,27292,1,1,"benthopelagic","Parioglossus neocaledonicus","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12865",12865,17482,0,1,"benthopelagic","Parioglossus nudus","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12866",12866,17483,1,1,"benthopelagic","Parioglossus palustris","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12867",12867,27610,1,1,"benthopelagic","Parioglossus philippinus","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12868",12868,17484,1,1,"benthopelagic","Parioglossus rainfordi","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12869",12869,15881,1,1,"benthopelagic","Parioglossus raoi","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12870",12870,65434,0,1,"benthopelagic","Parioglossus senoui","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12871",12871,59960,0,1,"benthopelagic","Parioglossus sinensis","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12872",12872,22452,1,1,"benthopelagic","Parioglossus taeniatus","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12873",12873,27328,1,0,"benthopelagic","Parioglossus triquetrus","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12874",12874,22458,0,1,"benthopelagic","Parioglossus verticalis","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12875",12875,65435,0,1,"benthopelagic","Parioglossus winterbottomi","Parioglossus","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12876",12876,12353,0,1,"demersal","Paristiopterus gallipavo","Paristiopterus","Histiopterinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12877",12877,12354,0,1,"demersal","Paristiopterus labiosus","Paristiopterus","Histiopterinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"12878",12878,23679,0,1,"benthopelagic","Parkraemeria ornata","Parkraemeria","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12879",12879,67836,0,1,"benthopelagic","Parkraemeria rhinoceros","Parkraemeria","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12880",12880,67834,1,1,"benthopelagic","Parkraemeria saltator","Parkraemeria","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12881",12881,12465,0,1,"benthopelagic","Parma alboscapularis","Parma","Microspathodontinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA
"12882",12882,12467,0,1,"benthopelagic","Parma bicolor","Parma","Microspathodontinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA
"12883",12883,12468,0,1,"benthopelagic","Parma kermadecensis","Parma","Microspathodontinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA
"12884",12884,12469,0,1,"benthopelagic","Parma mccullochi","Parma","Microspathodontinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA
"12885",12885,12470,0,1,"benthopelagic","Parma microlepis","Parma","Microspathodontinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA
"12886",12886,12471,0,1,"benthopelagic","Parma occidentalis","Parma","Microspathodontinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA
"12887",12887,10239,0,1,"benthopelagic","Parma oligolepis","Parma","Microspathodontinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA
"12888",12888,6619,0,1,"benthopelagic","Parma polylepis","Parma","Microspathodontinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA
"12889",12889,49093,0,1,"demersal","Parmaturus macmillani","Parmaturus",NA,"Pentanchidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"12890",12890,831,0,1,"demersal","Parmaturus melanobranchus","Parmaturus",NA,"Pentanchidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"12891",12891,68882,0,1,"demersal","Parmaturus nigripalatum","Parmaturus",NA,"Pentanchidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"12892",12892,832,0,1,"demersal","Parmaturus pilosus","Parmaturus",NA,"Pentanchidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"12893",12893,833,0,1,"demersal","Parmaturus xaniurus","Parmaturus",NA,"Pentanchidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"12894",12894,54002,0,1,"demersal","Parmops coruscans","Parmops",NA,"Anomalopidae","Trachichthyiformes","Teleostei","Osteichthyes",NA,NA
"12895",12895,60310,0,1,"pelagic","Parmops echinatus","Parmops",NA,"Anomalopidae","Trachichthyiformes","Teleostei","Osteichthyes",NA,NA
"12896",12896,386,0,1,"demersal","Parona signata","Parona","Scomberoidinae","Carangidae","Carangiformes","Teleostei","Osteichthyes",NA,NA
"12897",12897,3520,0,1,"benthopelagic","Paroncheilus affinis","Paroncheilus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"12898",12898,3120,0,1,"demersal","Parophidion schmidti","Parophidion","Ophidiinae","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"12899",12899,1743,0,1,"demersal","Parophidion vassali","Parophidion","Ophidiinae","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"12900",12900,4248,0,1,"demersal","Parophrys vetulus","Parophrys","Pleuronectinae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"12901",12901,46843,0,1,"demersal","Parrella fusca","Parrella","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12902",12902,54399,0,1,"demersal","Parrella ginsburgi","Parrella","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12903",12903,46842,1,1,"demersal","Parrella lucretiae","Parrella","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12904",12904,57937,0,1,"demersal","Parrella macropteryx","Parrella","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12905",12905,46844,0,1,"demersal","Parrella maxillaris","Parrella","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"12906",12906,65201,0,1,"benthopelagic","Parupeneus angulatus","Parupeneus",NA,"Mullidae","Mulliformes","Teleostei","Osteichthyes",NA,NA
"12907",12907,5986,0,1,"benthopelagic","Parupeneus barberinoides","Parupeneus",NA,"Mullidae","Mulliformes","Teleostei","Osteichthyes",NA,NA
"12908",12908,5987,0,1,"benthopelagic","Parupeneus barberinus","Parupeneus",NA,"Mullidae","Mulliformes","Teleostei","Osteichthyes",NA,NA
"12909",12909,60419,0,1,"benthopelagic","Parupeneus biaculeatus","Parupeneus",NA,"Mullidae","Mulliformes","Teleostei","Osteichthyes",NA,NA
"12910",12910,12603,0,1,"demersal","Parupeneus chrysonemus","Parupeneus",NA,"Mullidae","Mulliformes","Teleostei","Osteichthyes",NA,NA
"12911",12911,10470,0,1,"demersal","Parupeneus chrysopleuron","Parupeneus",NA,"Mullidae","Mulliformes","Teleostei","Osteichthyes",NA,NA
"12912",12912,5989,0,1,"benthopelagic","Parupeneus ciliatus","Parupeneus",NA,"Mullidae","Mulliformes","Teleostei","Osteichthyes",NA,NA
