"","X","SpecCode","Brack","Saltwater","DemersPelag","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","eps_m"
"3437",3437,69856,0,1,"demersal","Chaunax viridiretis","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA
"3438",3438,60813,0,1,"demersal","Cheilinus abudjubbe","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"3439",3439,5598,0,1,"benthopelagic","Cheilinus chlorourus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"3440",3440,5600,0,1,"benthopelagic","Cheilinus fasciatus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"3441",3441,12780,0,1,"benthopelagic","Cheilinus lunulatus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"3442",3442,5602,0,1,"benthopelagic","Cheilinus oxycephalus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"3443",3443,69146,0,1,"benthopelagic","Cheilinus quinquecinctus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"3444",3444,5603,1,1,"benthopelagic","Cheilinus trilobatus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"3445",3445,5604,0,1,"benthopelagic","Cheilinus undulatus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"3446",3446,5623,0,1,"benthopelagic","Cheilio inermis","Cheilio","Corinae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"3447",3447,14284,1,1,"demersal","Cheilodactylus fasciatus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA
"3448",3448,25446,0,1,"demersal","Cheilodactylus pixi","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA
"3449",3449,461,0,1,"benthopelagic","Cheilodactylus variegatus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA
"3450",3450,12876,0,1,"benthopelagic","Cheilodipterus alleni","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3451",3451,6669,0,1,"benthopelagic","Cheilodipterus arabicus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3452",3452,5780,0,1,"benthopelagic","Cheilodipterus artus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3453",3453,12877,0,1,"benthopelagic","Cheilodipterus intermedius","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3454",3454,5779,0,1,"benthopelagic","Cheilodipterus isostigma","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3455",3455,12630,0,1,"benthopelagic","Cheilodipterus lachneri","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3456",3456,5781,0,1,"benthopelagic","Cheilodipterus macrodon","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3457",3457,12878,0,1,"benthopelagic","Cheilodipterus nigrotaeniatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3458",3458,12629,0,1,"demersal","Cheilodipterus novemstriatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3459",3459,61405,0,1,"benthopelagic","Cheilodipterus octovittatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3460",3460,12879,0,1,"benthopelagic","Cheilodipterus parazonatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3461",3461,12880,0,1,"benthopelagic","Cheilodipterus persicus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3462",3462,12881,0,1,"demersal","Cheilodipterus pygmaios","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3463",3463,5482,0,1,"benthopelagic","Cheilodipterus quinquelineatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3464",3464,5782,0,1,"benthopelagic","Cheilodipterus singapurensis","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3465",3465,67637,0,1,"benthopelagic","Cheilodipterus subulatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3466",3466,8591,0,1,"benthopelagic","Cheilodipterus zonatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"3467",3467,15316,0,1,"pelagic","Cheilopogon abei","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3468",3468,10307,0,1,"pelagic","Cheilopogon agoo","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3469",3469,23233,0,1,"pelagic","Cheilopogon altipennis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3470",3470,15319,0,1,"pelagic","Cheilopogon arcticeps","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3471",3471,7509,0,1,"pelagic","Cheilopogon atrisignis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3472",3472,13682,0,1,"pelagic","Cheilopogon californicus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3473",3473,7695,0,1,"pelagic","Cheilopogon cyanopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3474",3474,12988,0,1,"pelagic","Cheilopogon doederleinii","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3475",3475,13676,0,1,"pelagic","Cheilopogon dorsomacula","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3476",3476,1027,0,1,"pelagic","Cheilopogon exsiliens","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3477",3477,1028,0,1,"pelagic","Cheilopogon furcatus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3478",3478,1029,0,1,"pelagic","Cheilopogon heterurus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3479",3479,3154,0,1,"pelagic","Cheilopogon hubbsi","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3480",3480,15346,0,1,"pelagic","Cheilopogon intermedius","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3481",3481,12987,0,1,"pelagic","Cheilopogon japonicus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3482",3482,15349,0,1,"pelagic","Cheilopogon katoptron","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3483",3483,47485,0,1,"pelagic","Cheilopogon melanocercus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3484",3484,1030,0,1,"pelagic","Cheilopogon melanurus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3485",3485,9015,0,1,"pelagic","Cheilopogon milleri","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3486",3486,7696,0,1,"pelagic","Cheilopogon nigricans","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3487",3487,65625,0,1,"pelagic","Cheilopogon olgae","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3488",3488,13680,0,1,"pelagic","Cheilopogon papilio","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3489",3489,9018,0,1,"pelagic","Cheilopogon pinnatibarbatus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3490",3490,15351,0,1,"pelagic","Cheilopogon pitcairnensis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3491",3491,15353,0,1,"pelagic","Cheilopogon rapanouiensis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3492",3492,13683,0,1,"pelagic","Cheilopogon spilonotopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3493",3493,15358,0,1,"pelagic","Cheilopogon spilopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3494",3494,5121,0,1,"pelagic","Cheilopogon suttoni","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3495",3495,23049,0,1,"pelagic","Cheilopogon unicolor","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3496",3496,53979,0,1,"pelagic","Cheilopogon ventralis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3497",3497,13686,0,1,"pelagic","Cheilopogon xenopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"3498",3498,5684,0,1,"benthopelagic","Cheiloprion labiatus","Cheiloprion","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA
"3499",3499,52915,0,1,"demersal","Cheilotrema fasciatum","Cheilotrema",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"3500",3500,3580,0,1,"demersal","Cheilotrema saturnum","Cheilotrema",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"3501",3501,4434,1,1,"demersal","Cheimarrichthys fosterae","Cheimarrichthys",NA,"Cheimarrichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"3502",3502,444,0,1,"benthopelagic","Cheimerius nufar","Cheimerius",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"3503",3503,5504,0,1,"demersal","Chelidonichthys capensis","Chelidonichthys","Triglinae","Triglidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"3504",3504,44,0,1,"demersal","Chelidonichthys cuculus","Chelidonichthys","Triglinae","Triglidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"3505",3505,4940,0,1,"demersal","Chelidonichthys gabonensis","Chelidonichthys","Triglinae","Triglidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"3506",3506,24013,0,1,"demersal","Chelidonichthys ischyrus","Chelidonichthys","Triglinae","Triglidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"3507",3507,507,1,1,"demersal","Chelidonichthys kumu","Chelidonichthys","Triglinae","Triglidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"3508",3508,2499,1,1,"demersal","Chelon labrosus","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",28239481.4490806,0.375820206715883
"3509",3509,4583,1,1,"pelagic","Chelon ramada","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA
"3510",3510,5146,1,1,"demersal","Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",28239481.4490806,0.375820206715883
"3511",3511,1736,1,1,"demersal","Chelon saliens","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",28239481.4490806,0.375820206715883
"3512",3512,5513,1,1,"pelagic","Chelon tricuspidens","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA
"3513",3513,69762,0,1,"demersal","Chelonodontops alvheimi","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3514",3514,69763,0,1,"demersal","Chelonodontops bengalensis","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3515",3515,8073,1,1,"demersal","Chelonodontops laticeps","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3516",3516,50083,1,1,"demersal","Chelonodontops leopardus","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3517",3517,6610,1,1,"benthopelagic","Chelonodontops patoca","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3518",3518,23126,0,1,"demersal","Chelonodontops pleurospilus","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3519",3519,27436,0,1,"demersal","Cheroscorpaena tridactyla","Cheroscorpaena",NA,"Apistidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"3520",3520,13926,0,1,"demersal","Cherublemma emmelas","Cherublemma","Ophidiinae","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"3521",3521,4167,0,1,"demersal","Chesnonia verrucosa","Chesnonia","Brachyopsinae","Agonidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"3522",3522,65618,0,1,"pelagic","Chiasmodon asper","Chiasmodon",NA,"Chiasmodontidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"3523",3523,22587,0,1,"pelagic","Chiasmodon braueri","Chiasmodon",NA,"Chiasmodontidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"3524",3524,65619,0,1,"pelagic","Chiasmodon harteli","Chiasmodon",NA,"Chiasmodontidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"3525",3525,65671,0,1,"pelagic","Chiasmodon microcephalus","Chiasmodon",NA,"Chiasmodontidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"3526",3526,10192,0,1,"pelagic","Chiasmodon niger","Chiasmodon",NA,"Chiasmodontidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"3527",3527,64184,0,1,"pelagic","Chiasmodon pluriradiatus","Chiasmodon",NA,"Chiasmodontidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"3528",3528,22593,0,1,"pelagic","Chiasmodon subniger","Chiasmodon",NA,"Chiasmodontidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"3529",3529,3107,1,1,"demersal","Chilara taylori","Chilara","Ophidiinae","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"3530",3530,13605,0,1,"demersal","Chiloconger dentatus","Chiloconger","Bathymyrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"3531",3531,61515,0,1,"demersal","Chiloconger philippinensis","Chiloconger","Bathymyrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"3532",3532,4299,0,1,"benthopelagic","Chilomycterus antennatus","Chilomycterus",NA,"Diodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3533",3533,4300,0,1,"benthopelagic","Chilomycterus antillarum","Chilomycterus",NA,"Diodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3534",3534,5070,0,1,"demersal","Chilomycterus mauretanicus","Chilomycterus",NA,"Diodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3535",3535,10206,0,1,"benthopelagic","Chilomycterus reticulatus","Chilomycterus",NA,"Diodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3536",3536,6407,0,1,"benthopelagic","Chilomycterus schoepfii","Chilomycterus",NA,"Diodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3537",3537,57956,1,1,"demersal","Chilomycterus spinosus","Chilomycterus",NA,"Diodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"3538",3538,7446,0,1,"demersal","Chilorhinus platyrhynchus","Chilorhinus",NA,"Chlopsidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"3539",3539,2605,0,1,"benthopelagic","Chilorhinus suensonii","Chilorhinus",NA,"Chlopsidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"3540",3540,5901,0,1,"demersal","Chiloscyllium arabicum","Chiloscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"3541",3541,50207,0,1,"demersal","Chiloscyllium burmense","Chiloscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"3542",3542,5902,0,1,"demersal","Chiloscyllium caeruleopunctatum","Chiloscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"3543",3543,4304,1,1,"benthopelagic","Chiloscyllium griseum","Chiloscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"3544",3544,54210,0,1,"benthopelagic","Chiloscyllium hasseltii","Chiloscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"3545",3545,5900,1,1,"demersal","Chiloscyllium indicum","Chiloscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"3546",3546,5120,0,1,"benthopelagic","Chiloscyllium plagiosum","Chiloscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"3547",3547,5903,0,1,"benthopelagic","Chiloscyllium punctatum","Chiloscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",NA,NA
"3548",3548,64140,0,1,"demersal","Chimaera argiloba","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3549",3549,65588,0,1,"demersal","Chimaera bahamaensis","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3550",3550,68386,0,1,"demersal","Chimaera buccanigella","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3551",3551,68246,0,1,"demersal","Chimaera carophila","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3552",3552,69403,0,1,"demersal","Chimaera compacta","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3553",3553,47560,0,1,"demersal","Chimaera cubana","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3554",3554,68388,0,1,"demersal","Chimaera didierae","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3555",3555,64158,0,1,"demersal","Chimaera fulva","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3556",3556,8993,0,1,"demersal","Chimaera jordani","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3557",3557,60029,0,1,"demersal","Chimaera lignaria","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3558",3558,64159,0,1,"demersal","Chimaera macrospina","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3559",3559,2503,0,1,"demersal","Chimaera monstrosa","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3560",3560,65611,0,1,"demersal","Chimaera notafricana","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3561",3561,64160,0,1,"demersal","Chimaera obscura","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3562",3562,24259,0,1,"demersal","Chimaera ogilbyi","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3563",3563,66212,0,1,"demersal","Chimaera opalescens","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3564",3564,67911,0,1,"demersal","Chimaera orientalis","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3565",3565,22760,0,1,"demersal","Chimaera owstoni","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3566",3566,50893,0,1,"demersal","Chimaera panthera","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3567",3567,7588,0,1,"demersal","Chimaera phantasma","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3568",3568,68387,0,1,"demersal","Chimaera willwatchi","Chimaera",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes",NA,NA
"3569",3569,7108,0,1,"demersal","Chionobathyscus dewitti","Chionobathyscus",NA,"Channichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"3570",3570,7109,0,1,"demersal","Chionodraco hamatus","Chionodraco",NA,"Channichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"3571",3571,7110,0,1,"demersal","Chionodraco myersi","Chionodraco",NA,"Channichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"3572",3572,476,0,1,"benthopelagic","Chionodraco rastrospinosus","Chionodraco",NA,"Channichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"3573",3573,1645,1,1,"pelagic","Chirocentrodon bleekerianus","Chirocentrodon",NA,"Pristigasteridae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"3574",3574,6358,1,1,"benthopelagic","Chirocentrus dorab","Chirocentrus",NA,"Chirocentridae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"3575",3575,1452,0,1,"pelagic","Chirocentrus nudus","Chirocentrus",NA,"Chirocentridae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"3576",3576,7654,0,1,"benthopelagic","Chirodactylus brachydactylus","Chirodactylus",NA,"Latridae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA
"3577",3577,12142,0,1,"demersal","Chirodactylus grandis","Chirodactylus",NA,"Latridae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA
"3578",3578,7655,0,1,"benthopelagic","Chirodactylus jessicalenorum","Chirodactylus",NA,"Latridae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA
