"","Ref","OxygenCons","Weight","Temperature","SpecCode","MetabolicLevel","AppliedStress","OxygenRefNo","Species","Genus","Subfamily","Family","Order","Class","SuperClass","Brack","Saltwater","DemersPelag"
"6314","fishbase",129.78,0.63,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6315","fishbase",50.6041,0.787,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6316","fishbase",85.437,0.863,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6317","fishbase",164.778,0.947,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6318","fishbase",123.0984,1.251,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6319","fishbase",199.085,1.373,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6320","fishbase",101.4366,1.758,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6321","fishbase",116.6388,2.627,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6549","fishbase",1.05763,0.00203,23,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6550","fishbase",1.87487,0.00313,13,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6551","fishbase",2.45784,0.00539,18,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6552","fishbase",3.51828,0.00674,23,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6553","fishbase",3.5793,0.0123,18,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6554","fishbase",6.432,0.016,23,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6555","fishbase",8.54,0.02,28,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6556","fishbase",16.271,0.0265,33,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6557","fishbase",4.2075,0.0275,13,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6558","fishbase",17.5182,0.0291,33,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6559","fishbase",6.4232,0.0296,13,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6560","fishbase",10.0566,0.0302,23,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6561","fishbase",7.0112,0.0313,18,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6562","fishbase",9.1872,0.0319,23,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6563","fishbase",18.6238,0.0338,33,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6564","fishbase",10.8459,0.0351,23,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6565","fishbase",11.0187,0.0371,28,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6566","fishbase",5.0568,0.0392,13,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6567","fishbase",10.0531,0.0439,18,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6568","fishbase",6.20870047,0.047,18,5146,"standard","none specified",85173,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6569","fishbase",8.57045047,0.047,23,5146,"standard","none specified",85173,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6570","fishbase",13.362,0.051,23,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6571","fishbase",13.9601,0.0539,23,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6572","fishbase",15.0426,0.0549,23,5146,"routine","none specified",2120,"Chelon richardsonii","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"7013","fishbase",0.10548,0.0018,5,5371,"routine","none specified",2120,"Lampanyctus ritteri","Lampanyctus","Lampanyctinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"7014","fishbase",0.17703,0.0021,10,5371,"routine","none specified",2120,"Lampanyctus ritteri","Lampanyctus","Lampanyctinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"7179","fishbase",0.02175,3e-05,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7180","fishbase",0.0366,6e-05,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7181","fishbase",0.0432,6e-05,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7182","fishbase",0.13536,0.00018,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7183","fishbase",0.0864,2e-04,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7184","fishbase",0.087,2e-04,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7185","fishbase",0.0974,2e-04,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7186","fishbase",0.129,2e-04,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7187","fishbase",0.16786,0.00022,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7188","fishbase",0.10488,0.00023,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7189","fishbase",0.12374,0.00023,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7190","fishbase",0.13823,0.00023,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7191","fishbase",0.1633,0.00023,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7192","fishbase",0.17273,0.00023,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7193","fishbase",0.10344,0.00024,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7194","fishbase",0.12725,0.00025,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7195","fishbase",0.1161,0.00027,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7196","fishbase",0.14499,0.00027,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7197","fishbase",0.1204,0.00028,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7198","fishbase",0.1351,0.00035,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7199","fishbase",0.1045,0.00038,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7200","fishbase",0.11058,0.00038,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7201","fishbase",0.13325,0.00041,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7202","fishbase",0.25193,0.00059,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7203","fishbase",0.30051,0.00063,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7204","fishbase",0.21318,0.00066,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7205","fishbase",0.25212,0.00066,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7206","fishbase",0.33264,0.00066,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7207","fishbase",0.2982,7e-04,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7208","fishbase",0.15914,0.00073,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7209","fishbase",0.2379,0.00078,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7210","fishbase",0.21567,0.00079,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7211","fishbase",0.19926,0.00082,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7212","fishbase",0.28365,0.00093,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7213","fishbase",0.3348,0.00093,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7214","fishbase",0.22442,0.00098,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7215","fishbase",0.69,0.00138,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7216","fishbase",0.44187,0.00143,17,9200,"routine","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7217","fishbase",0.25102,0.00154,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7218","fishbase",0.496,0.00155,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7219","fishbase",0.69285,0.00155,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7220","fishbase",1.08035,0.00155,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7221","fishbase",0.58812,0.00156,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7222","fishbase",0.33415,0.00163,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7223","fishbase",0.39283,0.00163,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7224","fishbase",0.41565,0.00163,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7225","fishbase",0.35119,0.00173,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7226","fishbase",0.52419,0.00173,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7227","fishbase",0.69212,0.00242,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7228","fishbase",0.65311,0.00271,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7229","fishbase",0.6106,0.00284,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7230","fishbase",0.66172,0.00284,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7231","fishbase",0.65448,0.00303,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7232","fishbase",0.69084,0.00303,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7233","fishbase",0.5508,0.00306,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7234","fishbase",0.87472,0.00308,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7235","fishbase",1.11222,0.00334,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7236","fishbase",0.80752,0.00392,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7237","fishbase",1.207,0.00425,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7238","fishbase",1.0776,0.00449,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7239","fishbase",0.65351,0.00457,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7240","fishbase",1.07825,0.00475,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7241","fishbase",1.2065,0.00475,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7242","fishbase",0.8192,0.00512,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7243","fishbase",1.14257,0.00517,17,9200,"routine","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7244","fishbase",1.58769,0.00531,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
"7245","fishbase",1.02284,0.00562,16,9200,"standard","none specified",2120,"Lipophrys pholis","Lipophrys","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",0,1,"demersal"
