"","X.x","Ref","OxygenCons","Weight","Temperature","SpecCode.x","MetabolicLevel","AppliedStress","OxygenRefNo","Genus.x","Subfamily.x","Brack.x","Saltwater.x","DemersPelag.x","Species","Family.x","Order.x","Class.x","SuperClass.x","X.y","SpecCode.y","Genus.y","Subfamily.y","Brack.y","Saltwater.y","DemersPelag.y","Family.y","Order.y","Class.y","SuperClass.y","c_mm","eps_mm"
"1692",1940,"fishbase",1.0879,0.00215,20,238,"routine","none specified",2093,"Salmo","Salmoninae",1,1,"pelagic","Salmo trutta","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",18091,238,"Salmo","Salmoninae",1,1,"pelagic","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",25.5905483387623,0.667534747921362
"1693",1941,"fishbase",6.44,0.023,20,238,"routine","none specified",2093,"Salmo","Salmoninae",1,1,"pelagic","Salmo trutta","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",18091,238,"Salmo","Salmoninae",1,1,"pelagic","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",25.5905483387623,0.667534747921362
"1694",1942,"fishbase",28.92,0.0964,20,238,"routine","none specified",2093,"Salmo","Salmoninae",1,1,"pelagic","Salmo trutta","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",18091,238,"Salmo","Salmoninae",1,1,"pelagic","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",25.5905483387623,0.667534747921362
"1695",1943,"fishbase",8,0.1,10,238,"standard","none specified",2203,"Salmo","Salmoninae",1,1,"pelagic","Salmo trutta","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",18091,238,"Salmo","Salmoninae",1,1,"pelagic","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",25.5905483387623,0.667534747921362
"1696",1944,"fishbase",20.02,0.35,10,238,"standard","none specified",2203,"Salmo","Salmoninae",1,1,"pelagic","Salmo trutta","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",18091,238,"Salmo","Salmoninae",1,1,"pelagic","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",25.5905483387623,0.667534747921362
"1697",1945,"fishbase",33.005,0.35,10,238,"standard","none specified",2203,"Salmo","Salmoninae",1,1,"pelagic","Salmo trutta","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",18091,238,"Salmo","Salmoninae",1,1,"pelagic","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",25.5905483387623,0.667534747921362
"1698",1946,"fishbase",0.598104,0.0312,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1699",1947,"fishbase",0.629465,0.0335,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1700",1948,"fishbase",0.089915,0.0367,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1701",1949,"fishbase",0.150103,0.0367,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1702",1950,"fishbase",0.441134,0.0367,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1703",1951,"fishbase",0.67161,0.0367,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1704",1952,"fishbase",0.691795,0.0367,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1705",1953,"fishbase",0.692896,0.0367,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1706",1954,"fishbase",0.778774,0.0367,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1707",1955,"fishbase",0.782077,0.0367,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1708",1956,"fishbase",0.7684,0.0425,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1709",1957,"fishbase",0.870744,0.0438,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1710",1958,"fishbase",0.875524,0.0452,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1711",1959,"fishbase",1.74587,0.0509,5,2308,"routine","none specified",2120,"Anoplogaster",NA,0,1,"pelagic","Anoplogaster cornuta","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",691,2308,"Anoplogaster",NA,0,1,"pelagic","Anoplogastridae","Trachichthyiformes","Teleostei","Osteichthyes",27.7065560017515,0.742936102852365
"1712",1971,"fishbase",0.043007,0.00029,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1713",1972,"fishbase",0.065,5e-04,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1714",1973,"fishbase",0.087,0.00058,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1715",1974,"fishbase",0.108992,0.00064,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1716",1975,"fishbase",0.208,0.00065,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1717",1976,"fishbase",0.088976,0.00067,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1718",1977,"fishbase",0.079971,0.00069,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1719",1978,"fishbase",0.1210259931,0.00069,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1720",1979,"fishbase",0.1039679928,0.00072,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1721",1980,"fishbase",0.1490360076,0.00076,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1722",1981,"fishbase",0.16104,8e-04,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1723",1982,"fishbase",0.124012,0.00086,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1724",1983,"fishbase",0.1529939914,0.00086,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1725",1984,"fishbase",0.1979969907,0.00093,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1726",1985,"fishbase",0.43329,0.00101,18,2420,"routine","none specified",2093,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1727",1986,"fishbase",0.14098,0.00106,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1728",1987,"fishbase",0.132,0.0012,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1729",1988,"fishbase",0.14544,0.0012,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1730",1989,"fishbase",0.26904,0.0012,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1731",1990,"fishbase",0.21294,0.00195,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1732",1991,"fishbase",0.62895,0.0021,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1733",1992,"fishbase",0.276045,0.00239,10,2420,"routine","none specified",2120,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteus aculeatus","Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",17658,2420,"Gasterosteus",NA,1,1,"benthopelagic","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",23.6642239812562,0.625610514594047
"1734",1994,"fishbase",7.81375,0.047,18,2499,"standard","none specified",85173,"Chelon",NA,1,1,"demersal","Chelon labrosus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735",1995,"fishbase",12.104,0.089,19,2505,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser nudiventris","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736",1999,"fishbase",1.86792,0.00344,22.5,2530,"routine","none specified",2093,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzon marinus","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",17950,2530,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",21.2281406996426,0.562246570776389
"1737",2000,"fishbase",1.16466,0.00354,22.5,2530,"routine","none specified",2093,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzon marinus","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",17950,2530,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",21.2281406996426,0.562246570776389
"1738",2001,"fishbase",0.71392,0.00388,18,2530,"routine","none specified",2093,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzon marinus","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",17950,2530,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",21.2281406996426,0.562246570776389
"1739",2002,"fishbase",1.20156,0.0228,5,2530,"standard","none specified",2120,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzon marinus","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",17950,2530,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",21.2281406996426,0.562246570776389
"1740",2003,"fishbase",2.2446,0.0348,10,2530,"standard","none specified",2120,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzon marinus","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",17950,2530,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",21.2281406996426,0.562246570776389
"1741",2004,"fishbase",4.08051,0.0357,15,2530,"standard","none specified",2120,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzon marinus","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",17950,2530,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",21.2281406996426,0.562246570776389
"1742",2005,"fishbase",9.3744,0.0756,20,2530,"standard","none specified",2120,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzon marinus","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",17950,2530,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",21.2281406996426,0.562246570776389
"1743",2016,"fishbase",38.97,0.9,10,2594,"standard","none specified",2120,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser transmontanus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744",2017,"fishbase",69.84,0.9,15,2594,"standard","none specified",2120,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser transmontanus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745",2018,"fishbase",72.01,0.95,15,2594,"standard","none specified",2120,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser transmontanus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746",2019,"fishbase",24.7,0.13,6.7,2669,"routine","none specified",2120,"Coregonus","Coregoninae",1,1,"pelagic","Coregonus autumnalis","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747",2020,"fishbase",36.895,0.157,7.2,2669,"routine","none specified",2120,"Coregonus","Coregoninae",1,1,"pelagic","Coregonus autumnalis","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748",2021,"fishbase",32.025,0.175,7,2669,"routine","none specified",2203,"Coregonus","Coregoninae",1,1,"pelagic","Coregonus autumnalis","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749",2022,"fishbase",33.462,0.143,9.4,2678,"routine","none specified",2120,"Coregonus","Coregoninae",1,1,"pelagic","Coregonus sardinella","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750",2023,"fishbase",36.225,0.175,9,2678,"routine","none specified",2203,"Coregonus","Coregoninae",1,1,"pelagic","Coregonus sardinella","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751",2024,"fishbase",40,0.2,9,2678,"routine","none specified",2203,"Coregonus","Coregoninae",1,1,"pelagic","Coregonus sardinella","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752",2030,"fishbase",2.0736,0.0096,25,2711,"routine","none specified",36172,"Esox",NA,0,0,"demersal","Esox masquinongy","Esocidae","Esociformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
