"","X","SpecCode","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass","c_m","eps_m"
"15573",15573,10202,"Sphyraena",NA,0,1,"pelagic","Sphyraena viridensis","Sphyraenidae","Carangaria","Teleostei","Osteichthyes",NA,NA
"15574",15574,12557,"Sphyraena",NA,0,1,"pelagic","Sphyraena waitii","Sphyraenidae","Carangaria","Teleostei","Osteichthyes",NA,NA
"15575",15575,15031,"Sphyraenops",NA,0,1,"pelagic","Sphyraenops bairdianus","Epigonidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"15576",15576,909,"Sphyrna",NA,0,1,"demersal","Sphyrna corona","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15577",15577,911,"Sphyrna",NA,0,1,"benthopelagic","Sphyrna couardi","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15578",15578,67093,"Sphyrna",NA,0,1,"pelagic","Sphyrna gilberti","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15579",15579,912,"Sphyrna",NA,1,1,"pelagic","Sphyrna lewini","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15580",15580,913,"Sphyrna",NA,0,1,"demersal","Sphyrna media","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15581",15581,914,"Sphyrna",NA,1,1,"pelagic","Sphyrna mokarran","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15582",15582,915,"Sphyrna",NA,1,1,"benthopelagic","Sphyrna tiburo","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15583",15583,55029,"Sphyrna",NA,0,1,"benthopelagic","Sphyrna tudes","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15584",15584,917,"Sphyrna",NA,1,1,"pelagic","Sphyrna zygaena","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15585",15585,5105,"Spicara",NA,0,1,"pelagic","Spicara altum","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15586",15586,26059,"Spicara",NA,0,1,"pelagic","Spicara australe","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15587",15587,26061,"Spicara",NA,0,1,"pelagic","Spicara axillare","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15588",15588,69459,"Spicara",NA,0,1,"demersal","Spicara flexuosum","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15589",15589,4887,"Spicara",NA,0,1,"pelagic","Spicara maena","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15590",15590,60567,"Spicara",NA,0,1,"pelagic","Spicara martinicum","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15591",15591,5079,"Spicara",NA,0,1,"pelagic","Spicara melanurus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15592",15592,13758,"Spicara",NA,0,1,"pelagic","Spicara nigricauda","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15593",15593,1766,"Spicara",NA,0,1,"pelagic","Spicara smaris","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15594",15594,58892,"Spicomacrurus",NA,0,1,"benthopelagic","Spicomacrurus adelscotti","Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"15595",15595,66197,"Spicomacrurus",NA,0,1,"demersal","Spicomacrurus dictyogadus","Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"15596",15596,23181,"Spicomacrurus",NA,0,1,"benthopelagic","Spicomacrurus kuronumai","Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"15597",15597,66198,"Spicomacrurus",NA,0,1,"demersal","Spicomacrurus mccoskeri","Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"15598",15598,1355,"Spinachia",NA,1,1,"benthopelagic","Spinachia spinachia","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"15599",15599,52873,"Spinicapitichthys",NA,0,1,"demersal","Spinicapitichthys spiniceps","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",NA,NA
"15600",15600,15440,"Spinilophus",NA,0,1,"demersal","Spinilophus armatus","Urolophidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"15601",15601,62981,"Spiniphryne",NA,0,1,"pelagic","Spiniphryne duhameli","Oneirodidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA
"15602",15602,16967,"Spiniphryne",NA,0,1,"pelagic","Spiniphryne gladisfenae","Oneirodidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA
"15603",15603,24086,"Spiniraja",NA,0,1,"demersal","Spiniraja whitleyi","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"15604",15604,2697,"Spirinchus",NA,0,1,"benthopelagic","Spirinchus starksi","Osmeridae","Osmeriformes","Teleostei","Osteichthyes",NA,NA
"15605",15605,1356,"Spondyliosoma",NA,0,1,"benthopelagic","Spondyliosoma cantharus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15606",15606,5536,"Spondyliosoma",NA,1,1,"demersal","Spondyliosoma emarginatum","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"15607",15607,56381,"Spottobrotula","Neobythitinae",0,1,"benthopelagic","Spottobrotula mahodadi","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"15608",15608,69112,"Spottobrotula","Neobythitinae",0,1,"benthopelagic","Spottobrotula mossambica","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"15609",15609,69113,"Spottobrotula","Neobythitinae",0,1,"benthopelagic","Spottobrotula persica","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"15610",15610,1457,"Spratelloides",NA,0,1,"benthopelagic","Spratelloides delicatulus","Spratelloididae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"15611",15611,1458,"Spratelloides",NA,0,1,"pelagic","Spratelloides gracilis","Spratelloididae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"15612",15612,1459,"Spratelloides",NA,0,1,"pelagic","Spratelloides lewisi","Spratelloididae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"15613",15613,1460,"Spratelloides",NA,1,1,"pelagic","Spratelloides robustus","Spratelloididae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"15614",15614,1465,"Sprattus",NA,0,1,"pelagic","Sprattus antipodum","Clupeidae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"15615",15615,1466,"Sprattus",NA,0,1,"pelagic","Sprattus fuegensis","Clupeidae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"15616",15616,1467,"Sprattus",NA,0,1,"pelagic","Sprattus muelleri","Clupeidae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"15617",15617,1468,"Sprattus",NA,1,1,"pelagic","Sprattus novaehollandiae","Clupeidae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"15618",15618,1357,"Sprattus",NA,1,1,"pelagic","Sprattus sprattus","Clupeidae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"15619",15619,60604,"Springeratus",NA,0,1,"benthopelagic","Springeratus caledonicus","Clinidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15620",15620,59527,"Springeratus",NA,0,1,"demersal","Springeratus polyporatus","Clinidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15621",15621,23568,"Springeratus",NA,0,1,"demersal","Springeratus xanthosoma","Clinidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15622",15622,51848,"Springeria",NA,0,1,"demersal","Springeria folirostris","Anacanthobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"15623",15623,51851,"Springeria",NA,0,1,"demersal","Springeria longirostris","Anacanthobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"15624",15624,47087,"Springerichthys","Tripterygiinae",0,1,"demersal","Springerichthys bapturus","Tripterygiidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15625",15625,47088,"Springerichthys","Tripterygiinae",0,1,"benthopelagic","Springerichthys kulbickii","Tripterygiidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15626",15626,27208,"Squaliolus",NA,0,1,"pelagic","Squaliolus aliae","Dalatiidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15627",15627,705,"Squaliolus",NA,0,1,"pelagic","Squaliolus laticaudus","Dalatiidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15628",15628,17049,"Squalogadus",NA,0,1,"pelagic","Squalogadus modificatus","Trachyrincidae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"15629",15629,51621,"Squaloliparis",NA,0,1,"pelagic","Squaloliparis dentatus","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"15630",15630,139,"Squalus",NA,1,1,"benthopelagic","Squalus acanthias","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",27225519962.5497,0.620655055311157
"15631",15631,67976,"Squalus",NA,0,1,"benthopelagic","Squalus albicaudus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",27225519962.5497,0.620655055311157
"15632",15632,63578,"Squalus",NA,0,1,"pelagic","Squalus albifrons","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15633",15633,63579,"Squalus",NA,0,1,"pelagic","Squalus altipinnis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15634",15634,67981,"Squalus",NA,0,1,"pelagic","Squalus bahiensis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15635",15635,68370,"Squalus",NA,0,1,"pelagic","Squalus bassi","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15636",15636,708,"Squalus",NA,1,1,"demersal","Squalus blainville","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15637",15637,63317,"Squalus",NA,0,1,"demersal","Squalus brevirostris","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15638",15638,63434,"Squalus",NA,0,1,"pelagic","Squalus bucephalus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15639",15639,63582,"Squalus",NA,0,1,"demersal","Squalus chloroculus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15640",15640,68990,"Squalus",NA,0,1,"benthopelagic","Squalus clarkae","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",27225519962.5497,0.620655055311157
"15641",15641,63433,"Squalus",NA,0,1,"pelagic","Squalus crassispinus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15642",15642,709,"Squalus",NA,0,1,"demersal","Squalus cubensis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15643",15643,63588,"Squalus",NA,0,1,"pelagic","Squalus edmundsi","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15644",15644,66267,"Squalus",NA,0,1,"pelagic","Squalus formosus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15645",15645,63589,"Squalus",NA,0,1,"pelagic","Squalus grahami","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15646",15646,63659,"Squalus",NA,0,1,"demersal","Squalus griffini","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15647",15647,69807,"Squalus",NA,0,1,"benthopelagic","Squalus hawaiiensis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",27225519962.5497,0.620655055311157
"15648",15648,63661,"Squalus",NA,0,1,"benthopelagic","Squalus hemipinnis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",27225519962.5497,0.620655055311157
"15649",15649,710,"Squalus",NA,0,1,"demersal","Squalus japonicus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15650",15650,63813,"Squalus",NA,0,1,"demersal","Squalus lalannei","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15651",15651,67977,"Squalus",NA,0,1,"benthopelagic","Squalus lobularis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",27225519962.5497,0.620655055311157
"15652",15652,68371,"Squalus",NA,0,1,"pelagic","Squalus mahia","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15653",15653,68372,"Squalus",NA,0,1,"pelagic","Squalus margaretsmithae","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15654",15654,711,"Squalus",NA,0,1,"demersal","Squalus megalops","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15655",15655,712,"Squalus",NA,0,1,"demersal","Squalus melanurus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15656",15656,713,"Squalus",NA,0,1,"benthopelagic","Squalus mitsukurii","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",27225519962.5497,0.620655055311157
"15657",15657,63581,"Squalus",NA,0,1,"demersal","Squalus montalbani","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15658",15658,63590,"Squalus",NA,0,1,"pelagic","Squalus nasutus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15659",15659,63580,"Squalus",NA,0,1,"pelagic","Squalus notocaudatus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15660",15660,67982,"Squalus",NA,0,1,"pelagic","Squalus quasimodo","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15661",15661,714,"Squalus",NA,0,1,"demersal","Squalus rancureli","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15662",15662,63576,"Squalus",NA,0,1,"pelagic","Squalus raoulensis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15663",15663,69172,"Squalus",NA,0,1,"pelagic","Squalus shiraii","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"15664",15664,65869,"Squalus",NA,1,1,"benthopelagic","Squalus suckleyi","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",27225519962.5497,0.620655055311157
"15665",15665,59414,"Squamicreedia",NA,0,1,"demersal","Squamicreedia obtusa","Hemerocoetidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"15666",15666,725,"Squatina",NA,0,1,"demersal","Squatina aculeata","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15667",15667,726,"Squatina",NA,0,1,"demersal","Squatina africana","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15668",15668,63677,"Squatina",NA,0,1,"benthopelagic","Squatina albipunctata","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15669",15669,727,"Squatina",NA,0,1,"demersal","Squatina argentina","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15670",15670,55066,"Squatina",NA,0,1,"demersal","Squatina armata","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15671",15671,728,"Squatina",NA,0,1,"demersal","Squatina australis","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15672",15672,65908,"Squatina",NA,0,1,"demersal","Squatina caillieti","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15673",15673,729,"Squatina",NA,0,1,"demersal","Squatina californica","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15674",15674,68069,"Squatina",NA,0,1,"demersal","Squatina david","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15675",15675,731,"Squatina",NA,0,1,"demersal","Squatina dumeril","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15676",15676,732,"Squatina",NA,0,1,"demersal","Squatina formosa","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15677",15677,53932,"Squatina",NA,1,1,"demersal","Squatina guggenheim","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15678",15678,63662,"Squatina",NA,0,1,"demersal","Squatina heteroptera","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15679",15679,733,"Squatina",NA,0,1,"demersal","Squatina japonica","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15680",15680,63720,"Squatina",NA,0,1,"benthopelagic","Squatina legnota","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15681",15681,69595,"Squatina",NA,0,1,"demersal","Squatina mapama","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15682",15682,63667,"Squatina",NA,0,1,"demersal","Squatina mexicana","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15683",15683,734,"Squatina",NA,0,1,"demersal","Squatina nebulosa","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15684",15684,53931,"Squatina",NA,0,1,"demersal","Squatina occulta","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15685",15685,735,"Squatina",NA,0,1,"demersal","Squatina oculata","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15686",15686,63721,"Squatina",NA,0,1,"benthopelagic","Squatina pseudocellata","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15687",15687,62087,"Squatina",NA,0,1,"demersal","Squatina punctata","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15688",15688,736,"Squatina",NA,1,1,"demersal","Squatina squatina","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15689",15689,737,"Squatina",NA,0,1,"demersal","Squatina tergocellata","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15690",15690,738,"Squatina",NA,0,1,"demersal","Squatina tergocellatoides","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15691",15691,68861,"Squatina",NA,0,1,"demersal","Squatina varii","Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes",NA,NA
"15692",15692,56472,"Stalix",NA,0,1,"demersal","Stalix davidsheni","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15693",15693,59040,"Stalix",NA,0,1,"benthopelagic","Stalix dicra","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15694",15694,59039,"Stalix",NA,0,1,"benthopelagic","Stalix eremia","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15695",15695,59032,"Stalix",NA,0,1,"benthopelagic","Stalix flavida","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15696",15696,23505,"Stalix",NA,0,1,"benthopelagic","Stalix histrio","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15697",15697,59034,"Stalix",NA,0,1,"benthopelagic","Stalix immaculata","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15698",15698,59027,"Stalix",NA,1,1,"benthopelagic","Stalix moenensis","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15699",15699,46430,"Stalix",NA,0,1,"benthopelagic","Stalix omanensis","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15700",15700,59029,"Stalix",NA,0,1,"benthopelagic","Stalix sheni","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15701",15701,59064,"Stalix",NA,0,1,"demersal","Stalix toyoshio","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15702",15702,59031,"Stalix",NA,0,1,"benthopelagic","Stalix versluysi","Opistognathidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15703",15703,6061,"Stanulus","Salariinae",0,1,"benthopelagic","Stanulus seychellensis","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15704",15704,12642,"Stanulus","Salariinae",0,1,"benthopelagic","Stanulus talboti","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15705",15705,16468,"Starksia",NA,0,1,"benthopelagic","Starksia atlantica","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15706",15706,48256,"Starksia",NA,0,1,"demersal","Starksia brasiliensis","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15707",15707,54360,"Starksia",NA,0,1,"demersal","Starksia cremnobates","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15708",15708,48257,"Starksia",NA,0,1,"demersal","Starksia culebrae","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15709",15709,47272,"Starksia",NA,0,1,"benthopelagic","Starksia elongata","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15710",15710,27685,"Starksia",NA,0,1,"benthopelagic","Starksia fasciata","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15711",15711,46693,"Starksia",NA,0,1,"demersal","Starksia fulva","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15712",15712,46695,"Starksia",NA,0,1,"benthopelagic","Starksia galapagensis","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15713",15713,54361,"Starksia",NA,0,1,"demersal","Starksia grammilaga","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15714",15714,65914,"Starksia",NA,0,1,"benthopelagic","Starksia greenfieldi","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15715",15715,62530,"Starksia",NA,0,1,"demersal","Starksia guadalupae","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15716",15716,47273,"Starksia",NA,0,1,"benthopelagic","Starksia guttata","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15717",15717,23736,"Starksia",NA,0,1,"benthopelagic","Starksia hassi","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15718",15718,54362,"Starksia",NA,0,1,"demersal","Starksia hoesei","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15719",15719,65915,"Starksia",NA,0,1,"benthopelagic","Starksia langi","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15720",15720,16466,"Starksia",NA,0,1,"benthopelagic","Starksia lepicoelia","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15721",15721,54363,"Starksia",NA,0,1,"demersal","Starksia lepidogaster","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15722",15722,61473,"Starksia",NA,0,1,"benthopelagic","Starksia leucovitta","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15723",15723,61474,"Starksia",NA,0,1,"benthopelagic","Starksia melasma","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15724",15724,61475,"Starksia",NA,0,1,"benthopelagic","Starksia multilepis","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15725",15725,16467,"Starksia",NA,0,1,"benthopelagic","Starksia nanodes","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15726",15726,47271,"Starksia",NA,0,1,"benthopelagic","Starksia occidentalis","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15727",15727,3750,"Starksia",NA,0,1,"benthopelagic","Starksia ocellata","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15728",15728,46697,"Starksia",NA,0,1,"demersal","Starksia posthon","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15729",15729,61476,"Starksia",NA,0,1,"benthopelagic","Starksia rava","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15730",15730,65913,"Starksia",NA,0,1,"benthopelagic","Starksia robertsoni","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15731",15731,65909,"Starksia",NA,0,1,"benthopelagic","Starksia sangreyae","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15732",15732,61477,"Starksia",NA,0,1,"benthopelagic","Starksia sella","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15733",15733,27236,"Starksia",NA,0,1,"benthopelagic","Starksia sluiteri","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15734",15734,61479,"Starksia",NA,0,1,"benthopelagic","Starksia smithvanizi","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15735",15735,46699,"Starksia",NA,0,1,"demersal","Starksia spinipenis","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15736",15736,69045,"Starksia",NA,0,1,"benthopelagic","Starksia splendens","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15737",15737,65910,"Starksia",NA,0,1,"benthopelagic","Starksia springeri","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15738",15738,3751,"Starksia",NA,0,1,"benthopelagic","Starksia starcki","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15739",15739,48258,"Starksia",NA,1,1,"benthopelagic","Starksia variabilis","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15740",15740,65911,"Starksia",NA,0,1,"benthopelagic","Starksia weigti","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15741",15741,65912,"Starksia",NA,0,1,"benthopelagic","Starksia williamsi","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15742",15742,57927,"Starksia",NA,0,1,"benthopelagic","Starksia y-lineata","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15743",15743,47397,"Stathmonotus",NA,0,1,"benthopelagic","Stathmonotus culebrai","Chaenopsidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15744",15744,16458,"Stathmonotus",NA,0,1,"benthopelagic","Stathmonotus gymnodermis","Chaenopsidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15745",15745,3752,"Stathmonotus",NA,0,1,"benthopelagic","Stathmonotus hemphillii","Chaenopsidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15746",15746,54350,"Stathmonotus",NA,0,1,"demersal","Stathmonotus lugubris","Chaenopsidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15747",15747,46788,"Stathmonotus",NA,0,1,"demersal","Stathmonotus sinuscalifornici","Chaenopsidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15748",15748,3753,"Stathmonotus",NA,0,1,"benthopelagic","Stathmonotus stahli","Chaenopsidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"15749",15749,61091,"Steeneichthys","Plesiopinae",0,1,"demersal","Steeneichthys nativitatus","Plesiopidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15750",15750,14985,"Steeneichthys","Plesiopinae",0,1,"benthopelagic","Steeneichthys plesiopsus","Plesiopidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"15751",15751,12509,"Stegastes","Microspathodontinae",0,1,"benthopelagic","Stegastes acapulcoensis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
